"Código","Departamento","Hacinamiento","Casa_A","viv_Departamento"
"058077","Minas","2.00  -  3.00  personas por cuarto",278,14
"058077","Minas","Más de  3.00 personas por cuarto",50,5
"058077","Minas","Total",1736,40
"058084","Ñorquín","Hasta   0.50 personas por cuarto",160,5
"058084","Ñorquín","0.51  -  0.99  personas por cuarto",125,2
"058084","Ñorquín","1.00  -  1.49  personas por cuarto",289,15
"058084","Ñorquín","1.50  -  1.99  personas por cuarto",115,1
"058084","Ñorquín","2.00  -  3.00  personas por cuarto",208,2
"058084","Ñorquín","Más de  3.00 personas por cuarto",35,1
"058084","Ñorquín","Total",932,26
"058091","Pehuenches","Hasta   0.50 personas por cuarto",824,73
"058091","Pehuenches","0.51  -  0.99  personas por cuarto",764,28
"058091","Pehuenches","1.00  -  1.49  personas por cuarto",1907,200
"058091","Pehuenches","1.50  -  1.99  personas por cuarto",639,36
"058091","Pehuenches","2.00  -  3.00  personas por cuarto",1002,117
"058091","Pehuenches","Más de  3.00 personas por cuarto",231,30
"058091","Pehuenches","Total",5367,484
"058098","Picún Leufú","Hasta   0.50 personas por cuarto",210,0
"058098","Picún Leufú","0.51  -  0.99  personas por cuarto",170,1
"058098","Picún Leufú","1.00  -  1.49  personas por cuarto",316,9
"058098","Picún Leufú","1.50  -  1.99  personas por cuarto",125,3
"058098","Picún Leufú","2.00  -  3.00  personas por cuarto",213,19
"058098","Picún Leufú","Más de  3.00 personas por cuarto",39,0
"058098","Picún Leufú","Total",1073,32
"058105","Picunches","Hasta   0.50 personas por cuarto",252,3
"058105","Picunches","0.51  -  0.99  personas por cuarto",254,1
"058105","Picunches","1.00  -  1.49  personas por cuarto",450,8
"058105","Picunches","1.50  -  1.99  personas por cuarto",190,6
"058105","Picunches","2.00  -  3.00  personas por cuarto",283,20
"058105","Picunches","Más de  3.00 personas por cuarto",99,1
"058105","Picunches","Total",1528,39
"058112","Zapala","Hasta   0.50 personas por cuarto",1881,195
"058112","Zapala","0.51  -  0.99  personas por cuarto",1538,137
"058112","Zapala","1.00  -  1.49  personas por cuarto",2510,226
"058112","Zapala","1.50  -  1.99  personas por cuarto",882,64
"058112","Zapala","2.00  -  3.00  personas por cuarto",1282,74
"058112","Zapala","Más de  3.00 personas por cuarto",330,15
"058112","Zapala","Total",8423,711
"062007","Adolfo Alsina","Hasta   0.50 personas por cuarto",3721,925
"062007","Adolfo Alsina","0.51  -  0.99  personas por cuarto",2625,752
"062007","Adolfo Alsina","1.00  -  1.49  personas por cuarto",3706,1514
"062007","Adolfo Alsina","1.50  -  1.99  personas por cuarto",1002,347
"062007","Adolfo Alsina","2.00  -  3.00  personas por cuarto",1316,379
"062007","Adolfo Alsina","Más de  3.00 personas por cuarto",374,17
"062007","Adolfo Alsina","Total",12744,3934
"062014","Avellaneda","Hasta   0.50 personas por cuarto",2094,106
"062014","Avellaneda","0.51  -  0.99  personas por cuarto",1543,61
"062014","Avellaneda","1.00  -  1.49  personas por cuarto",2562,198
"062014","Avellaneda","1.50  -  1.99  personas por cuarto",848,51
"062014","Avellaneda","2.00  -  3.00  personas por cuarto",1186,110
"062014","Avellaneda","Más de  3.00 personas por cuarto",317,22
"062014","Avellaneda","Total",8550,548
"062021","Bariloche","Hasta   0.50 personas por cuarto",7275,1897
"062021","Bariloche","0.51  -  0.99  personas por cuarto",6356,1000
"062021","Bariloche","1.00  -  1.49  personas por cuarto",9468,2293
"062021","Bariloche","1.50  -  1.99  personas por cuarto",2720,466
"062021","Bariloche","2.00  -  3.00  personas por cuarto",2980,713
"062021","Bariloche","Más de  3.00 personas por cuarto",461,73
"062021","Bariloche","Total",29260,6442
"062028","Conesa","Hasta   0.50 personas por cuarto",563,2
"062028","Conesa","0.51  -  0.99  personas por cuarto",382,0
"062028","Conesa","1.00  -  1.49  personas por cuarto",498,12
"062028","Conesa","1.50  -  1.99  personas por cuarto",164,0
"062028","Conesa","2.00  -  3.00  personas por cuarto",183,2
"062028","Conesa","Más de  3.00 personas por cuarto",19,2
"062028","Conesa","Total",1809,18
"062035","El Cuy","Hasta   0.50 personas por cuarto",188,0
"062035","El Cuy","0.51  -  0.99  personas por cuarto",132,0
"062035","El Cuy","1.00  -  1.49  personas por cuarto",266,5
"062035","El Cuy","1.50  -  1.99  personas por cuarto",104,0
"062035","El Cuy","2.00  -  3.00  personas por cuarto",174,13
"062035","El Cuy","Más de  3.00 personas por cuarto",47,3
"062035","El Cuy","Total",911,21
"062042","General Roca","Hasta   0.50 personas por cuarto",17256,3312
"062042","General Roca","0.51  -  0.99  personas por cuarto",15571,1955
"062042","General Roca","1.00  -  1.49  personas por cuarto",22324,4729
"062042","General Roca","1.50  -  1.99  personas por cuarto",7124,1240
"062042","General Roca","2.00  -  3.00  personas por cuarto",8920,1977
"062042","General Roca","Más de  3.00 personas por cuarto",1916,196
"062042","General Roca","Total",73111,13409
"062049","9 de Julio","Hasta   0.50 personas por cuarto",145,0
"062049","9 de Julio","0.51  -  0.99  personas por cuarto",104,0
"062049","9 de Julio","1.00  -  1.49  personas por cuarto",190,0
"062049","9 de Julio","1.50  -  1.99  personas por cuarto",96,0
"062049","9 de Julio","2.00  -  3.00  personas por cuarto",96,1
"062049","9 de Julio","Más de  3.00 personas por cuarto",29,0
"062049","9 de Julio","Total",660,1
"062056","Ñorquinco","Hasta   0.50 personas por cuarto",64,0
"062056","Ñorquinco","0.51  -  0.99  personas por cuarto",32,0
"062056","Ñorquinco","1.00  -  1.49  personas por cuarto",60,0
"062056","Ñorquinco","1.50  -  1.99  personas por cuarto",28,0
"062056","Ñorquinco","2.00  -  3.00  personas por cuarto",40,0
"062056","Ñorquinco","Más de  3.00 personas por cuarto",6,0
"062056","Ñorquinco","Total",230,0
"062063","Pichi Mahuída","Hasta   0.50 personas por cuarto",1324,67
"062063","Pichi Mahuída","0.51  -  0.99  personas por cuarto",873,37
"062063","Pichi Mahuída","1.00  -  1.49  personas por cuarto",1106,54
"062063","Pichi Mahuída","1.50  -  1.99  personas por cuarto",313,15
"062063","Pichi Mahuída","2.00  -  3.00  personas por cuarto",360,17
"062063","Pichi Mahuída","Más de  3.00 personas por cuarto",60,0
"062063","Pichi Mahuída","Total",4036,190
"062070","Pilnaniyeu","Hasta   0.50 personas por cuarto",442,3
"062070","Pilnaniyeu","0.51  -  0.99  personas por cuarto",360,1
"062070","Pilnaniyeu","1.00  -  1.49  personas por cuarto",586,10
"062070","Pilnaniyeu","1.50  -  1.99  personas por cuarto",145,4
"062070","Pilnaniyeu","2.00  -  3.00  personas por cuarto",175,9
"062070","Pilnaniyeu","Más de  3.00 personas por cuarto",20,1
"062070","Pilnaniyeu","Total",1728,28
"062077","San Antonio","Hasta   0.50 personas por cuarto",1775,270
"062077","San Antonio","0.51  -  0.99  personas por cuarto",1338,119
"062077","San Antonio","1.00  -  1.49  personas por cuarto",2190,405
"062077","San Antonio","1.50  -  1.99  personas por cuarto",759,110
"062077","San Antonio","2.00  -  3.00  personas por cuarto",1004,218
"062077","San Antonio","Más de  3.00 personas por cuarto",172,50
"062077","San Antonio","Total",7238,1172
"062084","Valcheta","Hasta   0.50 personas por cuarto",312,2
"062084","Valcheta","0.51  -  0.99  personas por cuarto",241,0
"062084","Valcheta","1.00  -  1.49  personas por cuarto",486,12
"062084","Valcheta","1.50  -  1.99  personas por cuarto",206,0
"062084","Valcheta","2.00  -  3.00  personas por cuarto",191,3
"062084","Valcheta","Más de  3.00 personas por cuarto",28,0
"062084","Valcheta","Total",1464,17
"062091","25 de Mayo","Hasta   0.50 personas por cuarto",671,20
"062091","25 de Mayo","0.51  -  0.99  personas por cuarto",453,3
"062091","25 de Mayo","1.00  -  1.49  personas por cuarto",934,27
"062091","25 de Mayo","1.50  -  1.99  personas por cuarto",421,15
"062091","25 de Mayo","2.00  -  3.00  personas por cuarto",553,7
"062091","25 de Mayo","Más de  3.00 personas por cuarto",123,3
"062091","25 de Mayo","Total",3155,75
"066007","Anta","Hasta   0.50 personas por cuarto",1114,12
"066007","Anta","0.51  -  0.99  personas por cuarto",1149,3
"066007","Anta","1.00  -  1.49  personas por cuarto",2309,11
"066007","Anta","1.50  -  1.99  personas por cuarto",977,3
"066007","Anta","2.00  -  3.00  personas por cuarto",1351,6
"066007","Anta","Más de  3.00 personas por cuarto",333,2
"066007","Anta","Total",7233,37
"066014","Cachi","Hasta   0.50 personas por cuarto",200,2
"066014","Cachi","0.51  -  0.99  personas por cuarto",130,2
"066014","Cachi","1.00  -  1.49  personas por cuarto",227,4
"066014","Cachi","1.50  -  1.99  personas por cuarto",110,2
"066014","Cachi","2.00  -  3.00  personas por cuarto",161,2
"066014","Cachi","Más de  3.00 personas por cuarto",35,2
"066014","Cachi","Total",863,14
"066021","Cafayate","Hasta   0.50 personas por cuarto",443,16
"066021","Cafayate","0.51  -  0.99  personas por cuarto",386,12
"066021","Cafayate","1.00  -  1.49  personas por cuarto",767,12
"066021","Cafayate","1.50  -  1.99  personas por cuarto",363,4
"066021","Cafayate","2.00  -  3.00  personas por cuarto",575,9
"066021","Cafayate","Más de  3.00 personas por cuarto",188,2
"066021","Cafayate","Total",2722,55
"066028","Capital","Hasta   0.50 personas por cuarto",19168,5662
"066028","Capital","0.51  -  0.99  personas por cuarto",18965,3843
"066028","Capital","1.00  -  1.49  personas por cuarto",28375,5536
"066028","Capital","1.50  -  1.99  personas por cuarto",10691,1420
"066028","Capital","2.00  -  3.00  personas por cuarto",13847,1100
"066028","Capital","Más de  3.00 personas por cuarto",3510,174
"066028","Capital","Total",94556,17735
"066035","Cerrillos","Hasta   0.50 personas por cuarto",696,0
"066035","Cerrillos","0.51  -  0.99  personas por cuarto",726,0
"066035","Cerrillos","1.00  -  1.49  personas por cuarto",1495,1
"066035","Cerrillos","1.50  -  1.99  personas por cuarto",652,2
"066035","Cerrillos","2.00  -  3.00  personas por cuarto",1027,3
"066035","Cerrillos","Más de  3.00 personas por cuarto",260,1
"066035","Cerrillos","Total",4856,7
"066042","Chicoana","Hasta   0.50 personas por cuarto",466,0
"066042","Chicoana","0.51  -  0.99  personas por cuarto",439,0
"066042","Chicoana","1.00  -  1.49  personas por cuarto",882,2
"066042","Chicoana","1.50  -  1.99  personas por cuarto",422,1
"066042","Chicoana","2.00  -  3.00  personas por cuarto",590,0
"066042","Chicoana","Más de  3.00 personas por cuarto",172,0
"066042","Chicoana","Total",2971,3
"066049","General Güemes","Hasta   0.50 personas por cuarto",1531,27
"066049","General Güemes","0.51  -  0.99  personas por cuarto",1507,22
"066049","General Güemes","1.00  -  1.49  personas por cuarto",2490,68
"066049","General Güemes","1.50  -  1.99  personas por cuarto",1004,17
"066049","General Güemes","2.00  -  3.00  personas por cuarto",1302,21
"066049","General Güemes","Más de  3.00 personas por cuarto",295,2
"066049","General Güemes","Total",8129,157
"066056","General José de San Martín","Hasta   0.50 personas por cuarto",3694,226
"066056","General José de San Martín","0.51  -  0.99  personas por cuarto",3643,163
"066056","General José de San Martín","1.00  -  1.49  personas por cuarto",5888,214
"066056","General José de San Martín","1.50  -  1.99  personas por cuarto",2131,57
"066056","General José de San Martín","2.00  -  3.00  personas por cuarto",2457,38
"066056","General José de San Martín","Más de  3.00 personas por cuarto",542,1
"066056","General José de San Martín","Total",18355,699
"066063","Guachipas","Hasta   0.50 personas por cuarto",104,0
"066063","Guachipas","0.51  -  0.99  personas por cuarto",50,0
"066063","Guachipas","1.00  -  1.49  personas por cuarto",132,0
"066063","Guachipas","1.50  -  1.99  personas por cuarto",63,0
"066063","Guachipas","2.00  -  3.00  personas por cuarto",124,0
"066063","Guachipas","Más de  3.00 personas por cuarto",26,0
"066063","Guachipas","Total",499,0
"066070","Iruya","Hasta   0.50 personas por cuarto",79,0
"066070","Iruya","0.51  -  0.99  personas por cuarto",50,0
"066070","Iruya","1.00  -  1.49  personas por cuarto",103,0
"066070","Iruya","1.50  -  1.99  personas por cuarto",47,0
"066070","Iruya","2.00  -  3.00  personas por cuarto",57,0
"066070","Iruya","Más de  3.00 personas por cuarto",16,0
"066070","Iruya","Total",352,0
"066077","La Caldera","Hasta   0.50 personas por cuarto",324,0
"066077","La Caldera","0.51  -  0.99  personas por cuarto",292,0
"066077","La Caldera","1.00  -  1.49  personas por cuarto",454,0
"066077","La Caldera","1.50  -  1.99  personas por cuarto",171,0
"066077","La Caldera","2.00  -  3.00  personas por cuarto",234,2
"066077","La Caldera","Más de  3.00 personas por cuarto",58,0
"066077","La Caldera","Total",1533,2
"066084","La Candelaria","Hasta   0.50 personas por cuarto",185,0
"066084","La Candelaria","0.51  -  0.99  personas por cuarto",128,0
"066084","La Candelaria","1.00  -  1.49  personas por cuarto",221,0
"066084","La Candelaria","1.50  -  1.99  personas por cuarto",102,0
"066084","La Candelaria","2.00  -  3.00  personas por cuarto",130,0
"066084","La Candelaria","Más de  3.00 personas por cuarto",38,0
"066084","La Candelaria","Total",804,0
"066091","La Poma","Hasta   0.50 personas por cuarto",38,0
"066091","La Poma","0.51  -  0.99  personas por cuarto",23,2
"066091","La Poma","1.00  -  1.49  personas por cuarto",29,0
"066091","La Poma","1.50  -  1.99  personas por cuarto",13,0
"066091","La Poma","2.00  -  3.00  personas por cuarto",26,0
"066091","La Poma","Más de  3.00 personas por cuarto",7,0
"066091","La Poma","Total",136,2
"066098","La Viña","Hasta   0.50 personas por cuarto",208,0
"066098","La Viña","0.51  -  0.99  personas por cuarto",149,0
"066098","La Viña","1.00  -  1.49  personas por cuarto",277,1
"066098","La Viña","1.50  -  1.99  personas por cuarto",131,0
"066098","La Viña","2.00  -  3.00  personas por cuarto",205,0
"066098","La Viña","Más de  3.00 personas por cuarto",52,0
"066098","La Viña","Total",1022,1
"066105","Los Andes","Hasta   0.50 personas por cuarto",103,0
"066105","Los Andes","0.51  -  0.99  personas por cuarto",53,0
"066105","Los Andes","1.00  -  1.49  personas por cuarto",126,1
"066105","Los Andes","1.50  -  1.99  personas por cuarto",68,0
"066105","Los Andes","2.00  -  3.00  personas por cuarto",86,0
"066105","Los Andes","Más de  3.00 personas por cuarto",32,0
"066105","Los Andes","Total",468,1
"066112","Metán","Hasta   0.50 personas por cuarto",1563,20
"066112","Metán","0.51  -  0.99  personas por cuarto",1391,7
"066112","Metán","1.00  -  1.49  personas por cuarto",2139,12
"066112","Metán","1.50  -  1.99  personas por cuarto",780,4
"066112","Metán","2.00  -  3.00  personas por cuarto",963,8
"066112","Metán","Más de  3.00 personas por cuarto",193,0
"066112","Metán","Total",7029,51
"066119","Molinos","Hasta   0.50 personas por cuarto",90,0
"066119","Molinos","0.51  -  0.99  personas por cuarto",57,0
"066119","Molinos","1.00  -  1.49  personas por cuarto",87,1
"066119","Molinos","1.50  -  1.99  personas por cuarto",33,0
"066119","Molinos","2.00  -  3.00  personas por cuarto",54,0
"066119","Molinos","Más de  3.00 personas por cuarto",15,0
"066119","Molinos","Total",336,1
"066126","Orán","Hasta   0.50 personas por cuarto",2738,191
"066126","Orán","0.51  -  0.99  personas por cuarto",2412,160
"066126","Orán","1.00  -  1.49  personas por cuarto",4948,333
"066126","Orán","1.50  -  1.99  personas por cuarto",2116,47
"066126","Orán","2.00  -  3.00  personas por cuarto",2789,40
"066126","Orán","Más de  3.00 personas por cuarto",656,4
"066126","Orán","Total",15659,775
"066133","Rivadavia","Hasta   0.50 personas por cuarto",169,0
"066133","Rivadavia","0.51  -  0.99  personas por cuarto",151,0
"066133","Rivadavia","1.00  -  1.49  personas por cuarto",262,0
"066133","Rivadavia","1.50  -  1.99  personas por cuarto",117,0
"066133","Rivadavia","2.00  -  3.00  personas por cuarto",190,0
"066133","Rivadavia","Más de  3.00 personas por cuarto",59,0
"066133","Rivadavia","Total",948,0
"066140","Rosario de la Frontera","Hasta   0.50 personas por cuarto",1275,14
"066140","Rosario de la Frontera","0.51  -  0.99  personas por cuarto",1145,11
"066140","Rosario de la Frontera","1.00  -  1.49  personas por cuarto",1564,12
"066140","Rosario de la Frontera","1.50  -  1.99  personas por cuarto",604,1
"066140","Rosario de la Frontera","2.00  -  3.00  personas por cuarto",678,7
"066140","Rosario de la Frontera","Más de  3.00 personas por cuarto",139,1
"066140","Rosario de la Frontera","Total",5405,46
"066147","Rosario de Lerma","Hasta   0.50 personas por cuarto",981,28
"066147","Rosario de Lerma","0.51  -  0.99  personas por cuarto",952,27
"066147","Rosario de Lerma","1.00  -  1.49  personas por cuarto",1663,53
"066147","Rosario de Lerma","1.50  -  1.99  personas por cuarto",746,19
"066147","Rosario de Lerma","2.00  -  3.00  personas por cuarto",958,21
"066147","Rosario de Lerma","Más de  3.00 personas por cuarto",271,3
"066147","Rosario de Lerma","Total",5571,151
"066154","San Carlos","Hasta   0.50 personas por cuarto",193,0
"066154","San Carlos","0.51  -  0.99  personas por cuarto",141,0
"066154","San Carlos","1.00  -  1.49  personas por cuarto",228,0
"066154","San Carlos","1.50  -  1.99  personas por cuarto",97,0
"066154","San Carlos","2.00  -  3.00  personas por cuarto",155,0
"066154","San Carlos","Más de  3.00 personas por cuarto",36,1
"066154","San Carlos","Total",850,1
"066161","Santa Victoria","Hasta   0.50 personas por cuarto",134,3
"066161","Santa Victoria","0.51  -  0.99  personas por cuarto",112,0
"066161","Santa Victoria","1.00  -  1.49  personas por cuarto",124,1
"066161","Santa Victoria","1.50  -  1.99  personas por cuarto",56,0
"066161","Santa Victoria","2.00  -  3.00  personas por cuarto",70,1
"066161","Santa Victoria","Más de  3.00 personas por cuarto",13,0
"066161","Santa Victoria","Total",509,5
"070007","Albardón","Hasta   0.50 personas por cuarto",578,1
"070007","Albardón","0.51  -  0.99  personas por cuarto",629,2
"070007","Albardón","1.00  -  1.49  personas por cuarto",1221,8
"070007","Albardón","1.50  -  1.99  personas por cuarto",537,3
"070007","Albardón","2.00  -  3.00  personas por cuarto",814,3
"070007","Albardón","Más de  3.00 personas por cuarto",227,1
"070007","Albardón","Total",4006,18
"070014","Angaco","Hasta   0.50 personas por cuarto",191,0
"070014","Angaco","0.51  -  0.99  personas por cuarto",211,0
"070014","Angaco","1.00  -  1.49  personas por cuarto",395,0
"070014","Angaco","1.50  -  1.99  personas por cuarto",166,1
"070014","Angaco","2.00  -  3.00  personas por cuarto",215,0
"070014","Angaco","Más de  3.00 personas por cuarto",53,0
"070014","Angaco","Total",1231,1
"070021","Calingasta","Hasta   0.50 personas por cuarto",277,1
"070021","Calingasta","0.51  -  0.99  personas por cuarto",232,1
"070021","Calingasta","1.00  -  1.49  personas por cuarto",364,7
"070021","Calingasta","1.50  -  1.99  personas por cuarto",159,3
"070021","Calingasta","2.00  -  3.00  personas por cuarto",239,6
"070021","Calingasta","Más de  3.00 personas por cuarto",45,1
"070021","Calingasta","Total",1316,19
"070028","Capital","Hasta   0.50 personas por cuarto",7977,2374
"070028","Capital","0.51  -  0.99  personas por cuarto",6236,1366
"070028","Capital","1.00  -  1.49  personas por cuarto",6918,2423
"070028","Capital","1.50  -  1.99  personas por cuarto",1836,266
"070028","Capital","2.00  -  3.00  personas por cuarto",1713,374
"070028","Capital","Más de  3.00 personas por cuarto",394,20
"070028","Capital","Total",25074,6823
"070035","Caucete","Hasta   0.50 personas por cuarto",1254,5
"070035","Caucete","0.51  -  0.99  personas por cuarto",1224,6
"070035","Caucete","1.00  -  1.49  personas por cuarto",2029,9
"070035","Caucete","1.50  -  1.99  personas por cuarto",879,7
"070035","Caucete","2.00  -  3.00  personas por cuarto",1120,9
"070035","Caucete","Más de  3.00 personas por cuarto",318,4
"070035","Caucete","Total",6824,40
"070042","Chimbas","Hasta   0.50 personas por cuarto",2080,37
"070042","Chimbas","0.51  -  0.99  personas por cuarto",2341,60
"070042","Chimbas","1.00  -  1.49  personas por cuarto",5105,225
"070042","Chimbas","1.50  -  1.99  personas por cuarto",2569,74
"070042","Chimbas","2.00  -  3.00  personas por cuarto",3354,127
"070042","Chimbas","Más de  3.00 personas por cuarto",808,30
"070042","Chimbas","Total",16257,553
"070049","Iglesia","Hasta   0.50 personas por cuarto",227,0
"070049","Iglesia","0.51  -  0.99  personas por cuarto",214,0
"070049","Iglesia","1.00  -  1.49  personas por cuarto",326,1
"070049","Iglesia","1.50  -  1.99  personas por cuarto",120,0
"070049","Iglesia","2.00  -  3.00  personas por cuarto",167,1
"070049","Iglesia","Más de  3.00 personas por cuarto",43,0
"070049","Iglesia","Total",1097,2
"070056","Jáchal","Hasta   0.50 personas por cuarto",893,1
"070056","Jáchal","0.51  -  0.99  personas por cuarto",809,5
"070056","Jáchal","1.00  -  1.49  personas por cuarto",1105,5
"070056","Jáchal","1.50  -  1.99  personas por cuarto",392,4
"070056","Jáchal","2.00  -  3.00  personas por cuarto",426,5
"070056","Jáchal","Más de  3.00 personas por cuarto",72,0
"070056","Jáchal","Total",3697,20
"070063","9 de julio","Hasta   0.50 personas por cuarto",185,0
"070063","9 de julio","0.51  -  0.99  personas por cuarto",174,0
"070063","9 de julio","1.00  -  1.49  personas por cuarto",436,3
"070063","9 de julio","1.50  -  1.99  personas por cuarto",210,1
"070063","9 de julio","2.00  -  3.00  personas por cuarto",300,1
"070063","9 de julio","Más de  3.00 personas por cuarto",53,0
"070063","9 de julio","Total",1358,5
"070070","Pocito","Hasta   0.50 personas por cuarto",1184,9
"070070","Pocito","0.51  -  0.99  personas por cuarto",1350,2
"070070","Pocito","1.00  -  1.49  personas por cuarto",2882,13
"070070","Pocito","1.50  -  1.99  personas por cuarto",1238,11
"070070","Pocito","2.00  -  3.00  personas por cuarto",1801,14
"070070","Pocito","Más de  3.00 personas por cuarto",362,5
"070070","Pocito","Total",8817,54
"070077","Rawson","Hasta   0.50 personas por cuarto",3909,354
"070077","Rawson","0.51  -  0.99  personas por cuarto",4533,372
"070077","Rawson","1.00  -  1.49  personas por cuarto",7545,1000
"070077","Rawson","1.50  -  1.99  personas por cuarto",2865,322
"070077","Rawson","2.00  -  3.00  personas por cuarto",3138,383
"070077","Rawson","Más de  3.00 personas por cuarto",1128,46
"070077","Rawson","Total",23118,2477
"070084","Rivadavia","Hasta   0.50 personas por cuarto",3673,529
"070084","Rivadavia","0.51  -  0.99  personas por cuarto",3976,293
"070084","Rivadavia","1.00  -  1.49  personas por cuarto",5444,1029
"070084","Rivadavia","1.50  -  1.99  personas por cuarto",1620,210
"070084","Rivadavia","2.00  -  3.00  personas por cuarto",1767,312
"070084","Rivadavia","Más de  3.00 personas por cuarto",401,29
"070084","Rivadavia","Total",16881,2402
"070091","San Martín","Hasta   0.50 personas por cuarto",316,0
"070091","San Martín","0.51  -  0.99  personas por cuarto",319,0
"070091","San Martín","1.00  -  1.49  personas por cuarto",574,1
"070091","San Martín","1.50  -  1.99  personas por cuarto",264,0
"070091","San Martín","2.00  -  3.00  personas por cuarto",348,0
"070091","San Martín","Más de  3.00 personas por cuarto",68,1
"070091","San Martín","Total",1889,2
"070098","Santa Lucía","Hasta   0.50 personas por cuarto",2075,169
"070098","Santa Lucía","0.51  -  0.99  personas por cuarto",1841,134
"070098","Santa Lucía","1.00  -  1.49  personas por cuarto",3057,224
"070098","Santa Lucía","1.50  -  1.99  personas por cuarto",1188,62
"070098","Santa Lucía","2.00  -  3.00  personas por cuarto",1379,146
"070098","Santa Lucía","Más de  3.00 personas por cuarto",427,11
"070098","Santa Lucía","Total",9967,746
"070105","Sarmiento","Hasta   0.50 personas por cuarto",478,1
"070105","Sarmiento","0.51  -  0.99  personas por cuarto",450,0
"070105","Sarmiento","1.00  -  1.49  personas por cuarto",933,4
"070105","Sarmiento","1.50  -  1.99  personas por cuarto",440,4
"070105","Sarmiento","2.00  -  3.00  personas por cuarto",649,6
"070105","Sarmiento","Más de  3.00 personas por cuarto",146,1
"070105","Sarmiento","Total",3096,16
"070112","Ullum","Hasta   0.50 personas por cuarto",125,0
"070112","Ullum","0.51  -  0.99  personas por cuarto",112,0
"070112","Ullum","1.00  -  1.49  personas por cuarto",282,0
"070112","Ullum","1.50  -  1.99  personas por cuarto",136,0
"070112","Ullum","2.00  -  3.00  personas por cuarto",159,0
"070112","Ullum","Más de  3.00 personas por cuarto",32,0
"070112","Ullum","Total",846,0
"070119","Valle Fértil","Hasta   0.50 personas por cuarto",262,5
"070119","Valle Fértil","0.51  -  0.99  personas por cuarto",239,1
"070119","Valle Fértil","1.00  -  1.49  personas por cuarto",361,1
"070119","Valle Fértil","1.50  -  1.99  personas por cuarto",156,4
"070119","Valle Fértil","2.00  -  3.00  personas por cuarto",201,8
"070119","Valle Fértil","Más de  3.00 personas por cuarto",51,0
"070119","Valle Fértil","Total",1270,19
"070126","25 de Mayo","Hasta   0.50 personas por cuarto",373,1
"070126","25 de Mayo","0.51  -  0.99  personas por cuarto",359,0
"070126","25 de Mayo","1.00  -  1.49  personas por cuarto",676,1
"070126","25 de Mayo","1.50  -  1.99  personas por cuarto",333,0
"070126","25 de Mayo","2.00  -  3.00  personas por cuarto",471,0
"070126","25 de Mayo","Más de  3.00 personas por cuarto",93,3
"070126","25 de Mayo","Total",2305,5
"070133","Zonda","Hasta   0.50 personas por cuarto",137,0
"070133","Zonda","0.51  -  0.99  personas por cuarto",136,0
"070133","Zonda","1.00  -  1.49  personas por cuarto",256,0
"070133","Zonda","1.50  -  1.99  personas por cuarto",129,0
"070133","Zonda","2.00  -  3.00  personas por cuarto",208,0
"070133","Zonda","Más de  3.00 personas por cuarto",36,0
"070133","Zonda","Total",902,0
"074007","Ayacucho","Hasta   0.50 personas por cuarto",1041,2
"074007","Ayacucho","0.51  -  0.99  personas por cuarto",744,5
"074007","Ayacucho","1.00  -  1.49  personas por cuarto",1071,20
"074007","Ayacucho","1.50  -  1.99  personas por cuarto",334,3
"074007","Ayacucho","2.00  -  3.00  personas por cuarto",455,16
"074007","Ayacucho","Más de  3.00 personas por cuarto",94,7
"074007","Ayacucho","Total",3739,53
"074014","Belgrano","Hasta   0.50 personas por cuarto",205,1
"074014","Belgrano","0.51  -  0.99  personas por cuarto",93,0
"074014","Belgrano","1.00  -  1.49  personas por cuarto",160,0
"074014","Belgrano","1.50  -  1.99  personas por cuarto",66,0
"074014","Belgrano","2.00  -  3.00  personas por cuarto",82,1
"074014","Belgrano","Más de  3.00 personas por cuarto",19,0
"074014","Belgrano","Total",625,2
"074021","Coronel Pringles","Hasta   0.50 personas por cuarto",829,10
"074021","Coronel Pringles","0.51  -  0.99  personas por cuarto",628,3
"074021","Coronel Pringles","1.00  -  1.49  personas por cuarto",972,17
"074021","Coronel Pringles","1.50  -  1.99  personas por cuarto",311,3
"074021","Coronel Pringles","2.00  -  3.00  personas por cuarto",421,9
"074021","Coronel Pringles","Más de  3.00 personas por cuarto",60,4
"074021","Coronel Pringles","Total",3221,46
"074028","Chacabuco","Hasta   0.50 personas por cuarto",1403,20
"074028","Chacabuco","0.51  -  0.99  personas por cuarto",1002,9
"074028","Chacabuco","1.00  -  1.49  personas por cuarto",1743,25
"074028","Chacabuco","1.50  -  1.99  personas por cuarto",526,6
"074028","Chacabuco","2.00  -  3.00  personas por cuarto",594,13
"074028","Chacabuco","Más de  3.00 personas por cuarto",106,7
"074028","Chacabuco","Total",5374,80
"074035","General Pedernera","Hasta   0.50 personas por cuarto",6979,1011
"074035","General Pedernera","0.51  -  0.99  personas por cuarto",5995,791
"074035","General Pedernera","1.00  -  1.49  personas por cuarto",9179,1310
"074035","General Pedernera","1.50  -  1.99  personas por cuarto",2641,341
"074035","General Pedernera","2.00  -  3.00  personas por cuarto",3237,401
"074035","General Pedernera","Más de  3.00 personas por cuarto",564,47
"074035","General Pedernera","Total",28595,3901
"074042","Gobernador Dupuy","Hasta   0.50 personas por cuarto",684,2
"074042","Gobernador Dupuy","0.51  -  0.99  personas por cuarto",463,2
"074042","Gobernador Dupuy","1.00  -  1.49  personas por cuarto",850,16
