"Código","Departamento","Hacinamiento","Casa_A","viv_Departamento"
"026042","Gaiman","4. 1,50-1,99  personas por cuarto",331,28
"026042","Gaiman","5. 2,00-3,00  personas por cuarto",406,41
"026042","Gaiman","6. Más de 3,00  personas por cuarto",51,7
"026049","Gastre","0. __tot__",351,6
"026049","Gastre","1. Hasta  0,50  personas por cuarto",116,1
"026049","Gastre","2. 0,51-0,99  personas por cuarto",52,0
"026049","Gastre","3. 1,00-1,49  personas por cuarto",107,3
"026049","Gastre","4. 1,50-1,99  personas por cuarto",36,0
"026049","Gastre","5. 2,00-3,00  personas por cuarto",35,2
"026049","Gastre","6. Más de 3,00  personas por cuarto",5,0
"026056","Languiñeo","0. __tot__",1003,5
"026056","Languiñeo","1. Hasta  0,50  personas por cuarto",330,2
"026056","Languiñeo","2. 0,51-0,99  personas por cuarto",120,0
"026056","Languiñeo","3. 1,00-1,49  personas por cuarto",324,1
"026056","Languiñeo","4. 1,50-1,99  personas por cuarto",92,0
"026056","Languiñeo","5. 2,00-3,00  personas por cuarto",122,2
"026056","Languiñeo","6. Más de 3,00  personas por cuarto",15,0
"026063","Mártires","0. __tot__",280,1
"026063","Mártires","1. Hasta  0,50  personas por cuarto",96,0
"026063","Mártires","2. 0,51-0,99  personas por cuarto",47,0
"026063","Mártires","3. 1,00-1,49  personas por cuarto",84,0
"026063","Mártires","4. 1,50-1,99  personas por cuarto",24,0
"026063","Mártires","5. 2,00-3,00  personas por cuarto",21,1
"026063","Mártires","6. Más de 3,00  personas por cuarto",8,0
"026070","Paso de Indios","0. __tot__",640,4
"026070","Paso de Indios","1. Hasta  0,50  personas por cuarto",194,1
"026070","Paso de Indios","2. 0,51-0,99  personas por cuarto",99,0
"026070","Paso de Indios","3. 1,00-1,49  personas por cuarto",194,3
"026070","Paso de Indios","4. 1,50-1,99  personas por cuarto",56,0
"026070","Paso de Indios","5. 2,00-3,00  personas por cuarto",86,0
"026070","Paso de Indios","6. Más de 3,00  personas por cuarto",11,0
"026077","Rawson","0. __tot__",42636,8197
"026077","Rawson","1. Hasta  0,50  personas por cuarto",14686,3006
"026077","Rawson","2. 0,51-0,99  personas por cuarto",8324,1029
"026077","Rawson","3. 1,00-1,49  personas por cuarto",11997,2710
"026077","Rawson","4. 1,50-1,99  personas por cuarto",3144,485
"026077","Rawson","5. 2,00-3,00  personas por cuarto",3846,856
"026077","Rawson","6. Más de 3,00  personas por cuarto",639,111
"026084","Río Senguer","0. __tot__",2206,83
"026084","Río Senguer","1. Hasta  0,50  personas por cuarto",708,22
"026084","Río Senguer","2. 0,51-0,99  personas por cuarto",374,2
"026084","Río Senguer","3. 1,00-1,49  personas por cuarto",689,38
"026084","Río Senguer","4. 1,50-1,99  personas por cuarto",209,3
"026084","Río Senguer","5. 2,00-3,00  personas por cuarto",204,14
"026084","Río Senguer","6. Más de 3,00  personas por cuarto",22,4
"026091","Sarmiento","0. __tot__",4279,500
"026091","Sarmiento","1. Hasta  0,50  personas por cuarto",1144,118
"026091","Sarmiento","2. 0,51-0,99  personas por cuarto",680,33
"026091","Sarmiento","3. 1,00-1,49  personas por cuarto",1391,184
"026091","Sarmiento","4. 1,50-1,99  personas por cuarto",456,40
"026091","Sarmiento","5. 2,00-3,00  personas por cuarto",523,107
"026091","Sarmiento","6. Más de 3,00  personas por cuarto",85,18
"026098","Tehuelches","0. __tot__",2160,61
"026098","Tehuelches","1. Hasta  0,50  personas por cuarto",700,14
"026098","Tehuelches","2. 0,51-0,99  personas por cuarto",306,4
"026098","Tehuelches","3. 1,00-1,49  personas por cuarto",669,22
"026098","Tehuelches","4. 1,50-1,99  personas por cuarto",203,2
"026098","Tehuelches","5. 2,00-3,00  personas por cuarto",248,16
"026098","Tehuelches","6. Más de 3,00  personas por cuarto",34,3
"026105","Telsen","0. __tot__",569,7
"026105","Telsen","1. Hasta  0,50  personas por cuarto",172,3
"026105","Telsen","2. 0,51-0,99  personas por cuarto",62,0
"026105","Telsen","3. 1,00-1,49  personas por cuarto",180,1
"026105","Telsen","4. 1,50-1,99  personas por cuarto",56,1
"026105","Telsen","5. 2,00-3,00  personas por cuarto",92,2
"026105","Telsen","6. Más de 3,00  personas por cuarto",7,0
"030008","Colón","0. __tot__",23605,2539
"030008","Colón","1. Hasta  0,50  personas por cuarto",7199,798
"030008","Colón","2. 0,51-0,99  personas por cuarto",4329,220
"030008","Colón","3. 1,00-1,49  personas por cuarto",7291,932
"030008","Colón","4. 1,50-1,99  personas por cuarto",2209,184
"030008","Colón","5. 2,00-3,00  personas por cuarto",2303,362
"030008","Colón","6. Más de 3,00  personas por cuarto",274,43
"030015","Concordia","0. __tot__",46736,6501
"030015","Concordia","1. Hasta  0,50  personas por cuarto",12822,2374
"030015","Concordia","2. 0,51-0,99  personas por cuarto",8525,892
"030015","Concordia","3. 1,00-1,49  personas por cuarto",14056,2235
"030015","Concordia","4. 1,50-1,99  personas por cuarto",4850,350
"030015","Concordia","5. 2,00-3,00  personas por cuarto",5679,606
"030015","Concordia","6. Más de 3,00  personas por cuarto",804,44
"030021","Diamante","0. __tot__",15696,2630
"030021","Diamante","1. Hasta  0,50  personas por cuarto",5280,947
"030021","Diamante","2. 0,51-0,99  personas por cuarto",3288,337
"030021","Diamante","3. 1,00-1,49  personas por cuarto",4448,902
"030021","Diamante","4. 1,50-1,99  personas por cuarto",1272,165
"030021","Diamante","5. 2,00-3,00  personas por cuarto",1287,261
"030021","Diamante","6. Más de 3,00  personas por cuarto",121,18
"030028","Federación","0. __tot__",21272,2879
"030028","Federación","1. Hasta  0,50  personas por cuarto",5581,802
"030028","Federación","2. 0,51-0,99  personas por cuarto",3677,216
"030028","Federación","3. 1,00-1,49  personas por cuarto",6632,969
"030028","Federación","4. 1,50-1,99  personas por cuarto",2339,284
"030028","Federación","5. 2,00-3,00  personas por cuarto",2652,536
"030028","Federación","6. Más de 3,00  personas por cuarto",391,72
"030035","Federal","0. __tot__",7920,426
"030035","Federal","1. Hasta  0,50  personas por cuarto",2146,110
"030035","Federal","2. 0,51-0,99  personas por cuarto",1240,55
"030035","Federal","3. 1,00-1,49  personas por cuarto",2469,145
"030035","Federal","4. 1,50-1,99  personas por cuarto",893,42
"030035","Federal","5. 2,00-3,00  personas por cuarto",1010,68
"030035","Federal","6. Más de 3,00  personas por cuarto",162,6
"030042","Feliciano","0. __tot__",4018,203
"030042","Feliciano","1. Hasta  0,50  personas por cuarto",896,46
"030042","Feliciano","2. 0,51-0,99  personas por cuarto",641,18
"030042","Feliciano","3. 1,00-1,49  personas por cuarto",1278,76
"030042","Feliciano","4. 1,50-1,99  personas por cuarto",499,18
"030042","Feliciano","5. 2,00-3,00  personas por cuarto",632,42
"030042","Feliciano","6. Más de 3,00  personas por cuarto",72,3
"030049","Gualeguay","0. __tot__",17157,1655
"030049","Gualeguay","1. Hasta  0,50  personas por cuarto",5352,535
"030049","Gualeguay","2. 0,51-0,99  personas por cuarto",3133,204
"030049","Gualeguay","3. 1,00-1,49  personas por cuarto",5020,584
"030049","Gualeguay","4. 1,50-1,99  personas por cuarto",1633,112
"030049","Gualeguay","5. 2,00-3,00  personas por cuarto",1783,202
"030049","Gualeguay","6. Más de 3,00  personas por cuarto",236,18
"030056","Gualeguaychú","0. __tot__",38235,4533
"030056","Gualeguaychú","1. Hasta  0,50  personas por cuarto",11772,1569
"030056","Gualeguaychú","2. 0,51-0,99  personas por cuarto",7062,492
"030056","Gualeguaychú","3. 1,00-1,49  personas por cuarto",11550,1596
"030056","Gualeguaychú","4. 1,50-1,99  personas por cuarto",3566,300
"030056","Gualeguaychú","5. 2,00-3,00  personas por cuarto",3837,520
"030056","Gualeguaychú","6. Más de 3,00  personas por cuarto",448,56
"030063","Islas del Ibicuy","0. __tot__",3454,118
"030063","Islas del Ibicuy","1. Hasta  0,50  personas por cuarto",901,28
"030063","Islas del Ibicuy","2. 0,51-0,99  personas por cuarto",571,11
"030063","Islas del Ibicuy","3. 1,00-1,49  personas por cuarto",1063,39
"030063","Islas del Ibicuy","4. 1,50-1,99  personas por cuarto",407,10
"030063","Islas del Ibicuy","5. 2,00-3,00  personas por cuarto",459,28
"030063","Islas del Ibicuy","6. Más de 3,00  personas por cuarto",53,2
"030070","La Paz","0. __tot__",19344,773
"030070","La Paz","1. Hasta  0,50  personas por cuarto",5440,248
"030070","La Paz","2. 0,51-0,99  personas por cuarto",3250,72
"030070","La Paz","3. 1,00-1,49  personas por cuarto",5824,265
"030070","La Paz","4. 1,50-1,99  personas por cuarto",2039,50
"030070","La Paz","5. 2,00-3,00  personas por cuarto",2349,127
"030070","La Paz","6. Más de 3,00  personas por cuarto",442,11
"030077","Nogoyá","0. __tot__",12960,679
"030077","Nogoyá","1. Hasta  0,50  personas por cuarto",4255,204
"030077","Nogoyá","2. 0,51-0,99  personas por cuarto",2372,100
"030077","Nogoyá","3. 1,00-1,49  personas por cuarto",3708,232
"030077","Nogoyá","4. 1,50-1,99  personas por cuarto",1120,57
"030077","Nogoyá","5. 2,00-3,00  personas por cuarto",1323,81
"030077","Nogoyá","6. Más de 3,00  personas por cuarto",182,5
"030084","Paraná","0. __tot__",107168,23608
"030084","Paraná","1. Hasta  0,50  personas por cuarto",33838,9413
"030084","Paraná","2. 0,51-0,99  personas por cuarto",21556,3061
"030084","Paraná","3. 1,00-1,49  personas por cuarto",31573,7762
"030084","Paraná","4. 1,50-1,99  personas por cuarto",8969,1163
"030084","Paraná","5. 2,00-3,00  personas por cuarto",9854,2029
"030084","Paraná","6. Más de 3,00  personas por cuarto",1378,180
"030088","San Salvador","0. __tot__",6252,351
"030088","San Salvador","1. Hasta  0,50  personas por cuarto",1856,132
"030088","San Salvador","2. 0,51-0,99  personas por cuarto",1077,31
"030088","San Salvador","3. 1,00-1,49  personas por cuarto",1828,110
"030088","San Salvador","4. 1,50-1,99  personas por cuarto",622,22
"030088","San Salvador","5. 2,00-3,00  personas por cuarto",758,52
"030088","San Salvador","6. Más de 3,00  personas por cuarto",111,4
"030091","Tala","0. __tot__",9563,580
"030091","Tala","1. Hasta  0,50  personas por cuarto",3160,185
"030091","Tala","2. 0,51-0,99  personas por cuarto",1651,55
"030091","Tala","3. 1,00-1,49  personas por cuarto",2809,207
"030091","Tala","4. 1,50-1,99  personas por cuarto",878,46
"030091","Tala","5. 2,00-3,00  personas por cuarto",965,79
"030091","Tala","6. Más de 3,00  personas por cuarto",100,8
"030098","Uruguay","0. __tot__",33537,6348
"030098","Uruguay","1. Hasta  0,50  personas por cuarto",10957,2270
"030098","Uruguay","2. 0,51-0,99  personas por cuarto",6535,703
"030098","Uruguay","3. 1,00-1,49  personas por cuarto",9886,2293
"030098","Uruguay","4. 1,50-1,99  personas por cuarto",2790,361
"030098","Uruguay","5. 2,00-3,00  personas por cuarto",3009,637
"030098","Uruguay","6. Más de 3,00  personas por cuarto",360,84
"030105","Victoria","0. __tot__",12003,804
"030105","Victoria","1. Hasta  0,50  personas por cuarto",3754,296
"030105","Victoria","2. 0,51-0,99  personas por cuarto",2135,96
"030105","Victoria","3. 1,00-1,49  personas por cuarto",3488,257
"030105","Victoria","4. 1,50-1,99  personas por cuarto",1094,52
"030105","Victoria","5. 2,00-3,00  personas por cuarto",1319,94
"030105","Victoria","6. Más de 3,00  personas por cuarto",213,9
"030113","Villaguay","0. __tot__",15240,1837
"030113","Villaguay","1. Hasta  0,50  personas por cuarto",4439,618
"030113","Villaguay","2. 0,51-0,99  personas por cuarto",2609,169
"030113","Villaguay","3. 1,00-1,49  personas por cuarto",4487,610
"030113","Villaguay","4. 1,50-1,99  personas por cuarto",1640,144
"030113","Villaguay","5. 2,00-3,00  personas por cuarto",1819,260
"030113","Villaguay","6. Más de 3,00  personas por cuarto",246,36
"034007","Bermejo","0. __tot__",1033,25
"034007","Bermejo","1. Hasta  0,50  personas por cuarto",293,10
"034007","Bermejo","2. 0,51-0,99  personas por cuarto",196,0
"034007","Bermejo","3. 1,00-1,49  personas por cuarto",339,12
"034007","Bermejo","4. 1,50-1,99  personas por cuarto",89,1
"034007","Bermejo","5. 2,00-3,00  personas por cuarto",107,2
"034007","Bermejo","6. Más de 3,00  personas por cuarto",9,0
"034014","Formosa","0. __tot__",60604,10126
"034014","Formosa","1. Hasta  0,50  personas por cuarto",15230,2799
"034014","Formosa","2. 0,51-0,99  personas por cuarto",11168,1013
"034014","Formosa","3. 1,00-1,49  personas por cuarto",19280,3885
"034014","Formosa","4. 1,50-1,99  personas por cuarto",6482,701
"034014","Formosa","5. 2,00-3,00  personas por cuarto",7126,1525
"034014","Formosa","6. Más de 3,00  personas por cuarto",1318,203
"034021","Laishi","0. __tot__",3628,70
"034021","Laishi","1. Hasta  0,50  personas por cuarto",965,19
"034021","Laishi","2. 0,51-0,99  personas por cuarto",604,2
"034021","Laishi","3. 1,00-1,49  personas por cuarto",1159,24
"034021","Laishi","4. 1,50-1,99  personas por cuarto",409,3
"034021","Laishi","5. 2,00-3,00  personas por cuarto",433,20
"034021","Laishi","6. Más de 3,00  personas por cuarto",58,2
"034028","Matacos","0. __tot__",1816,53
"034028","Matacos","1. Hasta  0,50  personas por cuarto",522,14
"034028","Matacos","2. 0,51-0,99  personas por cuarto",334,3
"034028","Matacos","3. 1,00-1,49  personas por cuarto",580,18
"034028","Matacos","4. 1,50-1,99  personas por cuarto",200,4
"034028","Matacos","5. 2,00-3,00  personas por cuarto",158,12
"034028","Matacos","6. Más de 3,00  personas por cuarto",22,2
"034035","Patiño","0. __tot__",11685,372
"034035","Patiño","1. Hasta  0,50  personas por cuarto",3627,87
"034035","Patiño","2. 0,51-0,99  personas por cuarto",2141,11
"034035","Patiño","3. 1,00-1,49  personas por cuarto",3461,162
"034035","Patiño","4. 1,50-1,99  personas por cuarto",1091,22
"034035","Patiño","5. 2,00-3,00  personas por cuarto",1213,81
"034035","Patiño","6. Más de 3,00  personas por cuarto",152,9
"034042","Pilagás","0. __tot__",3396,29
"034042","Pilagás","1. Hasta  0,50  personas por cuarto",993,7
"034042","Pilagás","2. 0,51-0,99  personas por cuarto",626,3
"034042","Pilagás","3. 1,00-1,49  personas por cuarto",1042,9
"034042","Pilagás","4. 1,50-1,99  personas por cuarto",342,1
"034042","Pilagás","5. 2,00-3,00  personas por cuarto",357,8
"034042","Pilagás","6. Más de 3,00  personas por cuarto",36,1
"034049","Pilcomayo","0. __tot__",18814,956
"034049","Pilcomayo","1. Hasta  0,50  personas por cuarto",4917,249
"034049","Pilcomayo","2. 0,51-0,99  personas por cuarto",3466,84
"034049","Pilcomayo","3. 1,00-1,49  personas por cuarto",5839,331
"034049","Pilcomayo","4. 1,50-1,99  personas por cuarto",2098,67
"034049","Pilcomayo","5. 2,00-3,00  personas por cuarto",2167,184
"034049","Pilcomayo","6. Más de 3,00  personas por cuarto",327,41
"034056","Pirané","0. __tot__",14293,483
"034056","Pirané","1. Hasta  0,50  personas por cuarto",4207,132
"034056","Pirané","2. 0,51-0,99  personas por cuarto",2487,15
"034056","Pirané","3. 1,00-1,49  personas por cuarto",4384,202
"034056","Pirané","4. 1,50-1,99  personas por cuarto",1460,26
"034056","Pirané","5. 2,00-3,00  personas por cuarto",1530,95
"034056","Pirané","6. Más de 3,00  personas por cuarto",225,13
"034063","Ramón Lista","0. __tot__",480,8
"034063","Ramón Lista","1. Hasta  0,50  personas por cuarto",120,1
"034063","Ramón Lista","2. 0,51-0,99  personas por cuarto",61,0
"034063","Ramón Lista","3. 1,00-1,49  personas por cuarto",156,3
"034063","Ramón Lista","4. 1,50-1,99  personas por cuarto",67,0
"034063","Ramón Lista","5. 2,00-3,00  personas por cuarto",67,4
"034063","Ramón Lista","6. Más de 3,00  personas por cuarto",9,0
"038007","Cochinoca","0. __tot__",2221,58
"038007","Cochinoca","1. Hasta  0,50  personas por cuarto",645,12
"038007","Cochinoca","2. 0,51-0,99  personas por cuarto",452,9
"038007","Cochinoca","3. 1,00-1,49  personas por cuarto",614,13
"038007","Cochinoca","4. 1,50-1,99  personas por cuarto",220,9
"038007","Cochinoca","5. 2,00-3,00  personas por cuarto",236,15
"038007","Cochinoca","6. Más de 3,00  personas por cuarto",54,0
"038014","El Carmen","0. __tot__",24037,870
"038014","El Carmen","1. Hasta  0,50  personas por cuarto",4930,177
"038014","El Carmen","2. 0,51-0,99  personas por cuarto",4721,72
"038014","El Carmen","3. 1,00-1,49  personas por cuarto",7614,292
"038014","El Carmen","4. 1,50-1,99  personas por cuarto",2947,105
"038014","El Carmen","5. 2,00-3,00  personas por cuarto",3158,164
"038014","El Carmen","6. Más de 3,00  personas por cuarto",667,60
"038021","Dr. Manuel Belgrano","0. __tot__",71949,11646
"038021","Dr. Manuel Belgrano","1. Hasta  0,50  personas por cuarto",19706,3959
"038021","Dr. Manuel Belgrano","2. 0,51-0,99  personas por cuarto",15327,1813
"038021","Dr. Manuel Belgrano","3. 1,00-1,49  personas por cuarto",21691,3642
"038021","Dr. Manuel Belgrano","4. 1,50-1,99  personas por cuarto",6847,829
"038021","Dr. Manuel Belgrano","5. 2,00-3,00  personas por cuarto",7098,1199
"038021","Dr. Manuel Belgrano","6. Más de 3,00  personas por cuarto",1280,204
"038028","Humahuaca","0. __tot__",3992,41
"038028","Humahuaca","1. Hasta  0,50  personas por cuarto",1202,15
"038028","Humahuaca","2. 0,51-0,99  personas por cuarto",786,4
"038028","Humahuaca","3. 1,00-1,49  personas por cuarto",1166,12
"038028","Humahuaca","4. 1,50-1,99  personas por cuarto",365,2
"038028","Humahuaca","5. 2,00-3,00  personas por cuarto",399,5
"038028","Humahuaca","6. Más de 3,00  personas por cuarto",74,3
"038035","Ledesma","0. __tot__",19693,959
"038035","Ledesma","1. Hasta  0,50  personas por cuarto",4663,274
"038035","Ledesma","2. 0,51-0,99  personas por cuarto",3795,205
"038035","Ledesma","3. 1,00-1,49  personas por cuarto",6372,305
"038035","Ledesma","4. 1,50-1,99  personas por cuarto",2190,79
"038035","Ledesma","5. 2,00-3,00  personas por cuarto",2250,79
"038035","Ledesma","6. Más de 3,00  personas por cuarto",423,17
"038042","Palpalá","0. __tot__",15443,569
"038042","Palpalá","1. Hasta  0,50  personas por cuarto",3496,128
"038042","Palpalá","2. 0,51-0,99  personas por cuarto",3003,59
"038042","Palpalá","3. 1,00-1,49  personas por cuarto",4978,195
"038042","Palpalá","4. 1,50-1,99  personas por cuarto",1742,68
"038042","Palpalá","5. 2,00-3,00  personas por cuarto",1903,103
"038042","Palpalá","6. Más de 3,00  personas por cuarto",321,16
"038049","Rinconada","0. __tot__",198,2
"038049","Rinconada","1. Hasta  0,50  personas por cuarto",52,0
"038049","Rinconada","2. 0,51-0,99  personas por cuarto",44,0
"038049","Rinconada","3. 1,00-1,49  personas por cuarto",69,2
"038049","Rinconada","4. 1,50-1,99  personas por cuarto",13,0
"038049","Rinconada","5. 2,00-3,00  personas por cuarto",18,0
"038049","Rinconada","6. Más de 3,00  personas por cuarto",2,0
"038056","San Antonio","0. __tot__",1483,18
"038056","San Antonio","1. Hasta  0,50  personas por cuarto",394,2
"038056","San Antonio","2. 0,51-0,99  personas por cuarto",301,2
"038056","San Antonio","3. 1,00-1,49  personas por cuarto",452,4
"038056","San Antonio","4. 1,50-1,99  personas por cuarto",144,2
"038056","San Antonio","5. 2,00-3,00  personas por cuarto",163,7
"038056","San Antonio","6. Más de 3,00  personas por cuarto",29,1
"038063","San Pedro","0. __tot__",18904,1627
"038063","San Pedro","1. Hasta  0,50  personas por cuarto",4655,576
"038063","San Pedro","2. 0,51-0,99  personas por cuarto",3658,263
"038063","San Pedro","3. 1,00-1,49  personas por cuarto",5987,487
"038063","San Pedro","4. 1,50-1,99  personas por cuarto",2055,122
"038063","San Pedro","5. 2,00-3,00  personas por cuarto",2197,156
"038063","San Pedro","6. Más de 3,00  personas por cuarto",352,23
"038070","Santa Bárbara","0. __tot__",3460,10
"038070","Santa Bárbara","1. Hasta  0,50  personas por cuarto",729,1
"038070","Santa Bárbara","2. 0,51-0,99  personas por cuarto",577,1
"038070","Santa Bárbara","3. 1,00-1,49  personas por cuarto",1109,2
"038070","Santa Bárbara","4. 1,50-1,99  personas por cuarto",450,0
"038070","Santa Bárbara","5. 2,00-3,00  personas por cuarto",507,6
"038070","Santa Bárbara","6. Más de 3,00  personas por cuarto",88,0
"038077","Santa Catalina","0. __tot__",226,5
"038077","Santa Catalina","1. Hasta  0,50  personas por cuarto",72,0
"038077","Santa Catalina","2. 0,51-0,99  personas por cuarto",50,2
"038077","Santa Catalina","3. 1,00-1,49  personas por cuarto",53,1
"038077","Santa Catalina","4. 1,50-1,99  personas por cuarto",18,1
"038077","Santa Catalina","5. 2,00-3,00  personas por cuarto",27,1
"038077","Santa Catalina","6. Más de 3,00  personas por cuarto",6,0
"038084","Susques","0. __tot__",541,39
"038084","Susques","1. Hasta  0,50  personas por cuarto",152,6
"038084","Susques","2. 0,51-0,99  personas por cuarto",118,9
"038084","Susques","3. 1,00-1,49  personas por cuarto",140,17
"038084","Susques","4. 1,50-1,99  personas por cuarto",53,3
"038084","Susques","5. 2,00-3,00  personas por cuarto",58,2
"038084","Susques","6. Más de 3,00  personas por cuarto",20,2
"038094","Tilcara","0. __tot__",3136,36
"038094","Tilcara","1. Hasta  0,50  personas por cuarto",1024,12
"038094","Tilcara","2. 0,51-0,99  personas por cuarto",577,5
"038094","Tilcara","3. 1,00-1,49  personas por cuarto",902,12
"038094","Tilcara","4. 1,50-1,99  personas por cuarto",250,2
"038094","Tilcara","5. 2,00-3,00  personas por cuarto",315,3
"038094","Tilcara","6. Más de 3,00  personas por cuarto",68,2
"038098","Tumbaya","0. __tot__",963,9
"038098","Tumbaya","1. Hasta  0,50  personas por cuarto",280,3
"038098","Tumbaya","2. 0,51-0,99  personas por cuarto",151,1
"038098","Tumbaya","3. 1,00-1,49  personas por cuarto",263,3
"038098","Tumbaya","4. 1,50-1,99  personas por cuarto",103,0
"038098","Tumbaya","5. 2,00-3,00  personas por cuarto",143,2
"038098","Tumbaya","6. Más de 3,00  personas por cuarto",23,0
"038105","Valle Grande","0. __tot__",351,2
"038105","Valle Grande","1. Hasta  0,50  personas por cuarto",105,0
"038105","Valle Grande","2. 0,51-0,99  personas por cuarto",48,0
"038105","Valle Grande","3. 1,00-1,49  personas por cuarto",101,2
"038105","Valle Grande","4. 1,50-1,99  personas por cuarto",32,0
"038105","Valle Grande","5. 2,00-3,00  personas por cuarto",53,0
"038105","Valle Grande","6. Más de 3,00  personas por cuarto",12,0
"038112","Yavi","0. __tot__",4330,249
"038112","Yavi","1. Hasta  0,50  personas por cuarto",1259,55
"038112","Yavi","2. 0,51-0,99  personas por cuarto",891,38
"038112","Yavi","3. 1,00-1,49  personas por cuarto",1224,88
"038112","Yavi","4. 1,50-1,99  personas por cuarto",379,27
"038112","Yavi","5. 2,00-3,00  personas por cuarto",490,36
"038112","Yavi","6. Más de 3,00  personas por cuarto",87,5
"042007","Atreucó","0. __tot__",4215,186
"042007","Atreucó","1. Hasta  0,50  personas por cuarto",1777,56
"042007","Atreucó","2. 0,51-0,99  personas por cuarto",764,6
"042007","Atreucó","3. 1,00-1,49  personas por cuarto",1050,83
"042007","Atreucó","4. 1,50-1,99  personas por cuarto",292,6
"042007","Atreucó","5. 2,00-3,00  personas por cuarto",313,30
"042007","Atreucó","6. Más de 3,00  personas por cuarto",19,5
"042014","Caleu Caleu","0. __tot__",899,19
"042014","Caleu Caleu","1. Hasta  0,50  personas por cuarto",274,6
"042014","Caleu Caleu","2. 0,51-0,99  personas por cuarto",178,1
"042014","Caleu Caleu","3. 1,00-1,49  personas por cuarto",268,8
"042014","Caleu Caleu","4. 1,50-1,99  personas por cuarto",80,0
"042014","Caleu Caleu","5. 2,00-3,00  personas por cuarto",89,2
"042014","Caleu Caleu","6. Más de 3,00  personas por cuarto",10,2
"042021","Capital","0. __tot__",36119,10663
"042021","Capital","1. Hasta  0,50  personas por cuarto",13740,4225
"042021","Capital","2. 0,51-0,99  personas por cuarto",7156,768
"042021","Capital","3. 1,00-1,49  personas por cuarto",9645,3884
"042021","Capital","4. 1,50-1,99  personas por cuarto",2619,410
"042021","Capital","5. 2,00-3,00  personas por cuarto",2608,1210
"042021","Capital","6. Más de 3,00  personas por cuarto",351,166
"042028","Catriló","0. __tot__",2792,155
"042028","Catriló","1. Hasta  0,50  personas por cuarto",972,51
"042028","Catriló","2. 0,51-0,99  personas por cuarto",486,6
"042028","Catriló","3. 1,00-1,49  personas por cuarto",790,58
"042028","Catriló","4. 1,50-1,99  personas por cuarto",237,9
"042028","Catriló","5. 2,00-3,00  personas por cuarto",283,24
"042028","Catriló","6. Más de 3,00  personas por cuarto",24,7
"042035","Conhelo","0. __tot__",5636,340
"042035","Conhelo","1. Hasta  0,50  personas por cuarto",2317,106
"042035","Conhelo","2. 0,51-0,99  personas por cuarto",1095,7
"042035","Conhelo","3. 1,00-1,49  personas por cuarto",1456,139
"042035","Conhelo","4. 1,50-1,99  personas por cuarto",379,20
"042035","Conhelo","5. 2,00-3,00  personas por cuarto",356,58
"042035","Conhelo","6. Más de 3,00  personas por cuarto",33,10
"042042","Curacó","0. __tot__",419,9
"042042","Curacó","1. Hasta  0,50  personas por cuarto",144,3
"042042","Curacó","2. 0,51-0,99  personas por cuarto",51,0
"042042","Curacó","3. 1,00-1,49  personas por cuarto",118,2
"042042","Curacó","4. 1,50-1,99  personas por cuarto",47,0
"042042","Curacó","5. 2,00-3,00  personas por cuarto",52,4
"042042","Curacó","6. Más de 3,00  personas por cuarto",7,0
"042049","Chalileo","0. __tot__",965,71
"042049","Chalileo","1. Hasta  0,50  personas por cuarto",333,17
"042049","Chalileo","2. 0,51-0,99  personas por cuarto",163,4
"042049","Chalileo","3. 1,00-1,49  personas por cuarto",275,26
"042049","Chalileo","4. 1,50-1,99  personas por cuarto",87,9
"042049","Chalileo","5. 2,00-3,00  personas por cuarto",93,13
"042049","Chalileo","6. Más de 3,00  personas por cuarto",14,2
"042056","Chapaleufú","0. __tot__",4335,232
"042056","Chapaleufú","1. Hasta  0,50  personas por cuarto",1632,51
"042056","Chapaleufú","2. 0,51-0,99  personas por cuarto",881,13
"042056","Chapaleufú","3. 1,00-1,49  personas por cuarto",1152,94
"042056","Chapaleufú","4. 1,50-1,99  personas por cuarto",324,11
"042056","Chapaleufú","5. 2,00-3,00  personas por cuarto",314,55
"042056","Chapaleufú","6. Más de 3,00  personas por cuarto",32,8
"042063","Chical Co","0. __tot__",456,16
"042063","Chical Co","1. Hasta  0,50  personas por cuarto",122,2
"042063","Chical Co","2. 0,51-0,99  personas por cuarto",78,0
"042063","Chical Co","3. 1,00-1,49  personas por cuarto",143,10
"042063","Chical Co","4. 1,50-1,99  personas por cuarto",61,1
"042063","Chical Co","5. 2,00-3,00  personas por cuarto",46,3
"042063","Chical Co","6. Más de 3,00  personas por cuarto",6,0
"042070","Guatraché","0. __tot__",3680,71
"042070","Guatraché","1. Hasta  0,50  personas por cuarto",1685,28
"042070","Guatraché","2. 0,51-0,99  personas por cuarto",720,4
"042070","Guatraché","3. 1,00-1,49  personas por cuarto",912,32
"042070","Guatraché","4. 1,50-1,99  personas por cuarto",196,0
"042070","Guatraché","5. 2,00-3,00  personas por cuarto",159,6
"042070","Guatraché","6. Más de 3,00  personas por cuarto",8,1
"042077","Hucal","0. __tot__",3291,69
"042077","Hucal","1. Hasta  0,50  personas por cuarto",1492,26
"042077","Hucal","2. 0,51-0,99  personas por cuarto",629,4
"042077","Hucal","3. 1,00-1,49  personas por cuarto",801,34
"042077","Hucal","4. 1,50-1,99  personas por cuarto",165,2
"042077","Hucal","5. 2,00-3,00  personas por cuarto",193,3
"042077","Hucal","6. Más de 3,00  personas por cuarto",11,0
"042084","Lihuel Calel","0. __tot__",168,2
