"Código","Departamento","Hacinamiento","Casa_A","viv_Departamento"
"06770","San Pedro","3. 1,00-1,49  personas por cuarto",5649,607
"06770","San Pedro","4. 1,50-1,99  personas por cuarto",1760,112
"06770","San Pedro","5. 2,00-3,00  personas por cuarto",2013,212
"06770","San Pedro","6. Más de 3,00  personas por cuarto",313,23
"06778","San Vicente","0. __tot__",21541,938
"06778","San Vicente","1. Hasta  0,50  personas por cuarto",5151,254
"06778","San Vicente","2. 0,51-0,99  personas por cuarto",3618,79
"06778","San Vicente","3. 1,00-1,49  personas por cuarto",7028,347
"06778","San Vicente","4. 1,50-1,99  personas por cuarto",2328,67
"06778","San Vicente","5. 2,00-3,00  personas por cuarto",2940,158
"06778","San Vicente","6. Más de 3,00  personas por cuarto",476,33
"06784","Suipacha","0. __tot__",3787,186
"06784","Suipacha","1. Hasta  0,50  personas por cuarto",1285,49
"06784","Suipacha","2. 0,51-0,99  personas por cuarto",693,21
"06784","Suipacha","3. 1,00-1,49  personas por cuarto",1097,64
"06784","Suipacha","4. 1,50-1,99  personas por cuarto",299,10
"06784","Suipacha","5. 2,00-3,00  personas por cuarto",359,36
"06784","Suipacha","6. Más de 3,00  personas por cuarto",54,6
"06791","Tandil","0. __tot__",39909,15373
"06791","Tandil","1. Hasta  0,50  personas por cuarto",13218,6271
"06791","Tandil","2. 0,51-0,99  personas por cuarto",8173,1498
"06791","Tandil","3. 1,00-1,49  personas por cuarto",11797,5130
"06791","Tandil","4. 1,50-1,99  personas por cuarto",2967,733
"06791","Tandil","5. 2,00-3,00  personas por cuarto",3395,1575
"06791","Tandil","6. Más de 3,00  personas por cuarto",359,166
"06798","Tapalqué","0. __tot__",3612,165
"06798","Tapalqué","1. Hasta  0,50  personas por cuarto",1240,39
"06798","Tapalqué","2. 0,51-0,99  personas por cuarto",620,6
"06798","Tapalqué","3. 1,00-1,49  personas por cuarto",1059,65
"06798","Tapalqué","4. 1,50-1,99  personas por cuarto",302,9
"06798","Tapalqué","5. 2,00-3,00  personas por cuarto",357,40
"06798","Tapalqué","6. Más de 3,00  personas por cuarto",34,6
"06805","Tigre","0. __tot__",108027,18616
"06805","Tigre","1. Hasta  0,50  personas por cuarto",28009,6255
"06805","Tigre","2. 0,51-0,99  personas por cuarto",23221,2084
"06805","Tigre","3. 1,00-1,49  personas por cuarto",33830,6342
"06805","Tigre","4. 1,50-1,99  personas por cuarto",9916,1339
"06805","Tigre","5. 2,00-3,00  personas por cuarto",11310,2293
"06805","Tigre","6. Más de 3,00  personas por cuarto",1741,303
"06812","Tordillo","0. __tot__",785,31
"06812","Tordillo","1. Hasta  0,50  personas por cuarto",220,5
"06812","Tordillo","2. 0,51-0,99  personas por cuarto",118,1
"06812","Tordillo","3. 1,00-1,49  personas por cuarto",253,10
"06812","Tordillo","4. 1,50-1,99  personas por cuarto",77,1
"06812","Tordillo","5. 2,00-3,00  personas por cuarto",114,14
"06812","Tordillo","6. Más de 3,00  personas por cuarto",3,0
"06819","Tornquist","0. __tot__",5304,379
"06819","Tornquist","1. Hasta  0,50  personas por cuarto",1955,107
"06819","Tornquist","2. 0,51-0,99  personas por cuarto",1000,21
"06819","Tornquist","3. 1,00-1,49  personas por cuarto",1489,133
"06819","Tornquist","4. 1,50-1,99  personas por cuarto",403,27
"06819","Tornquist","5. 2,00-3,00  personas por cuarto",406,70
"06819","Tornquist","6. Más de 3,00  personas por cuarto",51,21
"06826","Trenque Lauquen","0. __tot__",15802,2038
"06826","Trenque Lauquen","1. Hasta  0,50  personas por cuarto",5485,729
"06826","Trenque Lauquen","2. 0,51-0,99  personas por cuarto",3000,110
"06826","Trenque Lauquen","3. 1,00-1,49  personas por cuarto",4527,713
"06826","Trenque Lauquen","4. 1,50-1,99  personas por cuarto",1201,108
"06826","Trenque Lauquen","5. 2,00-3,00  personas por cuarto",1424,321
"06826","Trenque Lauquen","6. Más de 3,00  personas por cuarto",165,57
"06833","Tres Arroyos","0. __tot__",20460,3515
"06833","Tres Arroyos","1. Hasta  0,50  personas por cuarto",7812,1542
"06833","Tres Arroyos","2. 0,51-0,99  personas por cuarto",4079,385
"06833","Tres Arroyos","3. 1,00-1,49  personas por cuarto",5364,1083
"06833","Tres Arroyos","4. 1,50-1,99  personas por cuarto",1384,145
"06833","Tres Arroyos","5. 2,00-3,00  personas por cuarto",1651,319
"06833","Tres Arroyos","6. Más de 3,00  personas por cuarto",170,41
"06840","Tres de Febrero","0. __tot__",85840,43319
"06840","Tres de Febrero","1. Hasta  0,50  personas por cuarto",25663,13824
"06840","Tres de Febrero","2. 0,51-0,99  personas por cuarto",18268,5389
"06840","Tres de Febrero","3. 1,00-1,49  personas por cuarto",27683,15886
"06840","Tres de Febrero","4. 1,50-1,99  personas por cuarto",6838,3359
"06840","Tres de Febrero","5. 2,00-3,00  personas por cuarto",6639,4429
"06840","Tres de Febrero","6. Más de 3,00  personas por cuarto",749,432
"06847","Tres Lomas","0. __tot__",3131,136
"06847","Tres Lomas","1. Hasta  0,50  personas por cuarto",1172,36
"06847","Tres Lomas","2. 0,51-0,99  personas por cuarto",600,4
"06847","Tres Lomas","3. 1,00-1,49  personas por cuarto",870,57
"06847","Tres Lomas","4. 1,50-1,99  personas por cuarto",213,4
"06847","Tres Lomas","5. 2,00-3,00  personas por cuarto",260,27
"06847","Tres Lomas","6. Más de 3,00  personas por cuarto",16,8
"06854","25 de Mayo","0. __tot__",11491,1000
"06854","25 de Mayo","1. Hasta  0,50  personas por cuarto",4261,347
"06854","25 de Mayo","2. 0,51-0,99  personas por cuarto",2070,78
"06854","25 de Mayo","3. 1,00-1,49  personas por cuarto",3146,351
"06854","25 de Mayo","4. 1,50-1,99  personas por cuarto",934,81
"06854","25 de Mayo","5. 2,00-3,00  personas por cuarto",976,137
"06854","25 de Mayo","6. Más de 3,00  personas por cuarto",104,6
"06861","Vicente López","0. __tot__",70116,40605
"06861","Vicente López","1. Hasta  0,50  personas por cuarto",27578,17268
"06861","Vicente López","2. 0,51-0,99  personas por cuarto",18033,6283
"06861","Vicente López","3. 1,00-1,49  personas por cuarto",18475,12746
"06861","Vicente López","4. 1,50-1,99  personas por cuarto",3146,1851
"06861","Vicente López","5. 2,00-3,00  personas por cuarto",2601,2245
"06861","Vicente López","6. Más de 3,00  personas por cuarto",283,212
"06868","Villa Gesell","0. __tot__",10321,2668
"06868","Villa Gesell","1. Hasta  0,50  personas por cuarto",3194,886
"06868","Villa Gesell","2. 0,51-0,99  personas por cuarto",1727,234
"06868","Villa Gesell","3. 1,00-1,49  personas por cuarto",3167,935
"06868","Villa Gesell","4. 1,50-1,99  personas por cuarto",928,188
"06868","Villa Gesell","5. 2,00-3,00  personas por cuarto",1158,363
"06868","Villa Gesell","6. Más de 3,00  personas por cuarto",147,62
"06875","Villarino","0. __tot__",9464,575
"06875","Villarino","1. Hasta  0,50  personas por cuarto",2903,139
"06875","Villarino","2. 0,51-0,99  personas por cuarto",1561,20
"06875","Villarino","3. 1,00-1,49  personas por cuarto",2814,204
"06875","Villarino","4. 1,50-1,99  personas por cuarto",896,37
"06875","Villarino","5. 2,00-3,00  personas por cuarto",1112,150
"06875","Villarino","6. Más de 3,00  personas por cuarto",178,25
"06882","Zárate","0. __tot__",33075,4522
"06882","Zárate","1. Hasta  0,50  personas por cuarto",9261,1760
"06882","Zárate","2. 0,51-0,99  personas por cuarto",6455,594
"06882","Zárate","3. 1,00-1,49  personas por cuarto",10485,1535
"06882","Zárate","4. 1,50-1,99  personas por cuarto",3105,243
"06882","Zárate","5. 2,00-3,00  personas por cuarto",3347,360
"06882","Zárate","6. Más de 3,00  personas por cuarto",422,30
"070007","Albardón","0. __tot__",7118,278
"070007","Albardón","1. Hasta  0,50  personas por cuarto",1387,42
"070007","Albardón","2. 0,51-0,99  personas por cuarto",1038,16
"070007","Albardón","3. 1,00-1,49  personas por cuarto",2097,90
"070007","Albardón","4. 1,50-1,99  personas por cuarto",979,35
"070007","Albardón","5. 2,00-3,00  personas por cuarto",1368,83
"070007","Albardón","6. Más de 3,00  personas por cuarto",249,12
"070014","Angaco","0. __tot__",2173,52
"070014","Angaco","1. Hasta  0,50  personas por cuarto",401,10
"070014","Angaco","2. 0,51-0,99  personas por cuarto",348,3
"070014","Angaco","3. 1,00-1,49  personas por cuarto",700,7
"070014","Angaco","4. 1,50-1,99  personas por cuarto",282,3
"070014","Angaco","5. 2,00-3,00  personas por cuarto",370,20
"070014","Angaco","6. Más de 3,00  personas por cuarto",72,9
"070021","Calingasta","0. __tot__",2694,120
"070021","Calingasta","1. Hasta  0,50  personas por cuarto",628,24
"070021","Calingasta","2. 0,51-0,99  personas por cuarto",433,5
"070021","Calingasta","3. 1,00-1,49  personas por cuarto",869,45
"070021","Calingasta","4. 1,50-1,99  personas por cuarto",328,15
"070021","Calingasta","5. 2,00-3,00  personas por cuarto",389,26
"070021","Calingasta","6. Más de 3,00  personas por cuarto",47,5
"070028","Capital","0. __tot__",26678,13344
"070028","Capital","1. Hasta  0,50  personas por cuarto",9966,5215
"070028","Capital","2. 0,51-0,99  personas por cuarto",6093,1945
"070028","Capital","3. 1,00-1,49  personas por cuarto",6928,4123
"070028","Capital","4. 1,50-1,99  personas por cuarto",1746,766
"070028","Capital","5. 2,00-3,00  personas por cuarto",1678,1162
"070028","Capital","6. Más de 3,00  personas por cuarto",267,133
"070035","Caucete","0. __tot__",9510,449
"070035","Caucete","1. Hasta  0,50  personas por cuarto",2117,78
"070035","Caucete","2. 0,51-0,99  personas por cuarto",1555,32
"070035","Caucete","3. 1,00-1,49  personas por cuarto",2981,120
"070035","Caucete","4. 1,50-1,99  personas por cuarto",1264,47
"070035","Caucete","5. 2,00-3,00  personas por cuarto",1387,140
"070035","Caucete","6. Más de 3,00  personas por cuarto",206,32
"070042","Chimbas","0. __tot__",24106,1677
"070042","Chimbas","1. Hasta  0,50  personas por cuarto",4608,254
"070042","Chimbas","2. 0,51-0,99  personas por cuarto",3882,191
"070042","Chimbas","3. 1,00-1,49  personas por cuarto",7527,537
"070042","Chimbas","4. 1,50-1,99  personas por cuarto",3228,221
"070042","Chimbas","5. 2,00-3,00  personas por cuarto",4164,365
"070042","Chimbas","6. Más de 3,00  personas por cuarto",697,109
"070049","Iglesia","0. __tot__",2175,37
"070049","Iglesia","1. Hasta  0,50  personas por cuarto",518,7
"070049","Iglesia","2. 0,51-0,99  personas por cuarto",320,1
"070049","Iglesia","3. 1,00-1,49  personas por cuarto",687,7
"070049","Iglesia","4. 1,50-1,99  personas por cuarto",265,7
"070049","Iglesia","5. 2,00-3,00  personas por cuarto",334,11
"070049","Iglesia","6. Más de 3,00  personas por cuarto",51,4
"070056","Jáchal","0. __tot__",6242,321
"070056","Jáchal","1. Hasta  0,50  personas por cuarto",1700,73
"070056","Jáchal","2. 0,51-0,99  personas por cuarto",1214,24
"070056","Jáchal","3. 1,00-1,49  personas por cuarto",1865,101
"070056","Jáchal","4. 1,50-1,99  personas por cuarto",709,48
"070056","Jáchal","5. 2,00-3,00  personas por cuarto",667,66
"070056","Jáchal","6. Más de 3,00  personas por cuarto",87,9
"070063","9 de Julio","0. __tot__",2529,38
"070063","9 de Julio","1. Hasta  0,50  personas por cuarto",490,5
"070063","9 de Julio","2. 0,51-0,99  personas por cuarto",358,2
"070063","9 de Julio","3. 1,00-1,49  personas por cuarto",786,10
"070063","9 de Julio","4. 1,50-1,99  personas por cuarto",339,5
"070063","9 de Julio","5. 2,00-3,00  personas por cuarto",446,14
"070063","9 de Julio","6. Más de 3,00  personas por cuarto",110,2
"070070","Pocito","0. __tot__",15840,569
"070070","Pocito","1. Hasta  0,50  personas por cuarto",2834,90
"070070","Pocito","2. 0,51-0,99  personas por cuarto",2360,23
"070070","Pocito","3. 1,00-1,49  personas por cuarto",5383,169
"070070","Pocito","4. 1,50-1,99  personas por cuarto",2303,64
"070070","Pocito","5. 2,00-3,00  personas por cuarto",2611,169
"070070","Pocito","6. Más de 3,00  personas por cuarto",349,54
"070077","Rawson","0. __tot__",30925,5154
"070077","Rawson","1. Hasta  0,50  personas por cuarto",6888,1209
"070077","Rawson","2. 0,51-0,99  personas por cuarto",5605,771
"070077","Rawson","3. 1,00-1,49  personas por cuarto",9883,1730
"070077","Rawson","4. 1,50-1,99  personas por cuarto",3711,536
"070077","Rawson","5. 2,00-3,00  personas por cuarto",4202,734
"070077","Rawson","6. Más de 3,00  personas por cuarto",636,174
"070084","Rivadavia","0. __tot__",22794,5611
"070084","Rivadavia","1. Hasta  0,50  personas por cuarto",6228,1646
"070084","Rivadavia","2. 0,51-0,99  personas por cuarto",5077,842
"070084","Rivadavia","3. 1,00-1,49  personas por cuarto",6872,1894
"070084","Rivadavia","4. 1,50-1,99  personas por cuarto",2100,418
"070084","Rivadavia","5. 2,00-3,00  personas por cuarto",2162,690
"070084","Rivadavia","6. Más de 3,00  personas por cuarto",355,121
"070091","San Martín","0. __tot__",3156,76
"070091","San Martín","1. Hasta  0,50  personas por cuarto",578,9
"070091","San Martín","2. 0,51-0,99  personas por cuarto",489,2
"070091","San Martín","3. 1,00-1,49  personas por cuarto",939,15
"070091","San Martín","4. 1,50-1,99  personas por cuarto",409,11
"070091","San Martín","5. 2,00-3,00  personas por cuarto",635,31
"070091","San Martín","6. Más de 3,00  personas por cuarto",106,8
"070098","Santa Lucía","0. __tot__",14180,2369
"070098","Santa Lucía","1. Hasta  0,50  personas por cuarto",3326,625
"070098","Santa Lucía","2. 0,51-0,99  personas por cuarto",2811,324
"070098","Santa Lucía","3. 1,00-1,49  personas por cuarto",4588,769
"070098","Santa Lucía","4. 1,50-1,99  personas por cuarto",1528,188
"070098","Santa Lucía","5. 2,00-3,00  personas por cuarto",1626,372
"070098","Santa Lucía","6. Más de 3,00  personas por cuarto",301,91
"070105","Sarmiento","0. __tot__",5321,219
"070105","Sarmiento","1. Hasta  0,50  personas por cuarto",1034,23
"070105","Sarmiento","2. 0,51-0,99  personas por cuarto",756,7
"070105","Sarmiento","3. 1,00-1,49  personas por cuarto",1614,68
"070105","Sarmiento","4. 1,50-1,99  personas por cuarto",712,18
"070105","Sarmiento","5. 2,00-3,00  personas por cuarto",1003,81
"070105","Sarmiento","6. Más de 3,00  personas por cuarto",202,22
"070112","Ullum","0. __tot__",1467,22
"070112","Ullum","1. Hasta  0,50  personas por cuarto",291,1
"070112","Ullum","2. 0,51-0,99  personas por cuarto",206,1
"070112","Ullum","3. 1,00-1,49  personas por cuarto",483,6
"070112","Ullum","4. 1,50-1,99  personas por cuarto",197,1
"070112","Ullum","5. 2,00-3,00  personas por cuarto",250,6
"070112","Ullum","6. Más de 3,00  personas por cuarto",40,7
"070119","Valle Fértil","0. __tot__",2288,104
"070119","Valle Fértil","1. Hasta  0,50  personas por cuarto",601,17
"070119","Valle Fértil","2. 0,51-0,99  personas por cuarto",393,4
"070119","Valle Fértil","3. 1,00-1,49  personas por cuarto",692,35
"070119","Valle Fértil","4. 1,50-1,99  personas por cuarto",245,11
"070119","Valle Fértil","5. 2,00-3,00  personas por cuarto",313,26
"070119","Valle Fértil","6. Más de 3,00  personas por cuarto",44,11
"070126","25 de Mayo","0. __tot__",3599,25
"070126","25 de Mayo","1. Hasta  0,50  personas por cuarto",657,3
"070126","25 de Mayo","2. 0,51-0,99  personas por cuarto",512,1
"070126","25 de Mayo","3. 1,00-1,49  personas por cuarto",1127,10
"070126","25 de Mayo","4. 1,50-1,99  personas por cuarto",550,1
"070126","25 de Mayo","5. 2,00-3,00  personas por cuarto",620,7
"070126","25 de Mayo","6. Más de 3,00  personas por cuarto",133,3
"070133","Zonda","0. __tot__",1650,23
"070133","Zonda","1. Hasta  0,50  personas por cuarto",276,3
"070133","Zonda","2. 0,51-0,99  personas por cuarto",222,0
"070133","Zonda","3. 1,00-1,49  personas por cuarto",516,8
"070133","Zonda","4. 1,50-1,99  personas por cuarto",218,3
"070133","Zonda","5. 2,00-3,00  personas por cuarto",350,5
"070133","Zonda","6. Más de 3,00  personas por cuarto",68,4
"074007","Ayacucho","0. __tot__",6297,329
"074007","Ayacucho","1. Hasta  0,50  personas por cuarto",1777,57
"074007","Ayacucho","2. 0,51-0,99  personas por cuarto",1079,13
"074007","Ayacucho","3. 1,00-1,49  personas por cuarto",1831,109
"074007","Ayacucho","4. 1,50-1,99  personas por cuarto",688,31
"074007","Ayacucho","5. 2,00-3,00  personas por cuarto",786,88
"074007","Ayacucho","6. Más de 3,00  personas por cuarto",136,31
"074014","Belgrano","0. __tot__",1467,38
"074014","Belgrano","1. Hasta  0,50  personas por cuarto",422,9
"074014","Belgrano","2. 0,51-0,99  personas por cuarto",242,2
"074014","Belgrano","3. 1,00-1,49  personas por cuarto",414,10
"074014","Belgrano","4. 1,50-1,99  personas por cuarto",141,3
"074014","Belgrano","5. 2,00-3,00  personas por cuarto",211,12
"074014","Belgrano","6. Más de 3,00  personas por cuarto",37,2
"074021","Coronel Pringles","0. __tot__",4806,262
"074021","Coronel Pringles","1. Hasta  0,50  personas por cuarto",1413,59
"074021","Coronel Pringles","2. 0,51-0,99  personas por cuarto",796,10
"074021","Coronel Pringles","3. 1,00-1,49  personas por cuarto",1441,94
"074021","Coronel Pringles","4. 1,50-1,99  personas por cuarto",509,24
"074021","Coronel Pringles","5. 2,00-3,00  personas por cuarto",572,64
"074021","Coronel Pringles","6. Más de 3,00  personas por cuarto",75,11
"074028","Chacabuco","0. __tot__",8150,475
"074028","Chacabuco","1. Hasta  0,50  personas por cuarto",2417,115
"074028","Chacabuco","2. 0,51-0,99  personas por cuarto",1412,26
"074028","Chacabuco","3. 1,00-1,49  personas por cuarto",2433,177
"074028","Chacabuco","4. 1,50-1,99  personas por cuarto",792,31
"074028","Chacabuco","5. 2,00-3,00  personas por cuarto",960,107
"074028","Chacabuco","6. Más de 3,00  personas por cuarto",136,19
"074035","General Pedernera","0. __tot__",39717,7124
"074035","General Pedernera","1. Hasta  0,50  personas por cuarto",11492,2340
"074035","General Pedernera","2. 0,51-0,99  personas por cuarto",7387,807
"074035","General Pedernera","3. 1,00-1,49  personas por cuarto",11948,2342
"074035","General Pedernera","4. 1,50-1,99  personas por cuarto",3896,499
"074035","General Pedernera","5. 2,00-3,00  personas por cuarto",4398,986
"074035","General Pedernera","6. Más de 3,00  personas por cuarto",596,150
"074042","Gobernador Dupuy","0. __tot__",4056,161
"074042","Gobernador Dupuy","1. Hasta  0,50  personas por cuarto",1059,32
"074042","Gobernador Dupuy","2. 0,51-0,99  personas por cuarto",566,6
"074042","Gobernador Dupuy","3. 1,00-1,49  personas por cuarto",1198,57
"074042","Gobernador Dupuy","4. 1,50-1,99  personas por cuarto",446,12
"074042","Gobernador Dupuy","5. 2,00-3,00  personas por cuarto",640,42
"074042","Gobernador Dupuy","6. Más de 3,00  personas por cuarto",147,12
"074049","Junín","0. __tot__",13048,1191
"074049","Junín","1. Hasta  0,50  personas por cuarto",3816,297
"074049","Junín","2. 0,51-0,99  personas por cuarto",2292,51
"074049","Junín","3. 1,00-1,49  personas por cuarto",4168,478
"074049","Junín","4. 1,50-1,99  personas por cuarto",1162,77
"074049","Junín","5. 2,00-3,00  personas por cuarto",1439,243
"074049","Junín","6. Más de 3,00  personas por cuarto",171,45
"074056","Juan Martín de Pueyrredón","0. __tot__",64773,15857
"074056","Juan Martín de Pueyrredón","1. Hasta  0,50  personas por cuarto",17284,4694
"074056","Juan Martín de Pueyrredón","2. 0,51-0,99  personas por cuarto",12384,1408
"074056","Juan Martín de Pueyrredón","3. 1,00-1,49  personas por cuarto",20152,5459
"074056","Juan Martín de Pueyrredón","4. 1,50-1,99  personas por cuarto",6764,1067
"074056","Juan Martín de Pueyrredón","5. 2,00-3,00  personas por cuarto",7137,2622
"074056","Juan Martín de Pueyrredón","6. Más de 3,00  personas por cuarto",1052,607
"074063","Libertador General San Martín","0. __tot__",1087,19
"074063","Libertador General San Martín","1. Hasta  0,50  personas por cuarto",318,3
"074063","Libertador General San Martín","2. 0,51-0,99  personas por cuarto",196,1
"074063","Libertador General San Martín","3. 1,00-1,49  personas por cuarto",285,8
"074063","Libertador General San Martín","4. 1,50-1,99  personas por cuarto",113,2
"074063","Libertador General San Martín","5. 2,00-3,00  personas por cuarto",157,4
"074063","Libertador General San Martín","6. Más de 3,00  personas por cuarto",18,1
"078007","Corpen Aike","0. __tot__",4599,629
"078007","Corpen Aike","1. Hasta  0,50  personas por cuarto",1542,183
"078007","Corpen Aike","2. 0,51-0,99  personas por cuarto",859,34
"078007","Corpen Aike","3. 1,00-1,49  personas por cuarto",1330,212
"078007","Corpen Aike","4. 1,50-1,99  personas por cuarto",397,51
"078007","Corpen Aike","5. 2,00-3,00  personas por cuarto",431,130
"078007","Corpen Aike","6. Más de 3,00  personas por cuarto",40,19
"078014","Deseado","0. __tot__",34458,6440
"078014","Deseado","1. Hasta  0,50  personas por cuarto",9577,1703
"078014","Deseado","2. 0,51-0,99  personas por cuarto",5792,522
"078014","Deseado","3. 1,00-1,49  personas por cuarto",10569,2252
"078014","Deseado","4. 1,50-1,99  personas por cuarto",3586,493
"078014","Deseado","5. 2,00-3,00  personas por cuarto",4384,1250
"078014","Deseado","6. Más de 3,00  personas por cuarto",550,220
"078021","Güer Aike","0. __tot__",36458,9173
"078021","Güer Aike","1. Hasta  0,50  personas por cuarto",12112,2899
"078021","Güer Aike","2. 0,51-0,99  personas por cuarto",7585,1037
"078021","Güer Aike","3. 1,00-1,49  personas por cuarto",10188,3124
"078021","Güer Aike","4. 1,50-1,99  personas por cuarto",2899,634
"078021","Güer Aike","5. 2,00-3,00  personas por cuarto",3210,1282
"078021","Güer Aike","6. Más de 3,00  personas por cuarto",464,197
"078028","Lago Argentino","0. __tot__",6992,1799
"078028","Lago Argentino","1. Hasta  0,50  personas por cuarto",2023,474
"078028","Lago Argentino","2. 0,51-0,99  personas por cuarto",1293,121
"078028","Lago Argentino","3. 1,00-1,49  personas por cuarto",2230,655
"078028","Lago Argentino","4. 1,50-1,99  personas por cuarto",594,127
"078028","Lago Argentino","5. 2,00-3,00  personas por cuarto",766,362
"078028","Lago Argentino","6. Más de 3,00  personas por cuarto",86,60
"078035","Lago Buenos Aires","0. __tot__",3798,564
"078035","Lago Buenos Aires","1. Hasta  0,50  personas por cuarto",1139,128
"078035","Lago Buenos Aires","2. 0,51-0,99  personas por cuarto",654,25
"078035","Lago Buenos Aires","3. 1,00-1,49  personas por cuarto",1122,195
"078035","Lago Buenos Aires","4. 1,50-1,99  personas por cuarto",388,56
"078035","Lago Buenos Aires","5. 2,00-3,00  personas por cuarto",422,138
"078035","Lago Buenos Aires","6. Más de 3,00  personas por cuarto",73,22
"078042","Magallanes","0. __tot__",3878,337
"078042","Magallanes","1. Hasta  0,50  personas por cuarto",1313,81
"078042","Magallanes","2. 0,51-0,99  personas por cuarto",742,21
"078042","Magallanes","3. 1,00-1,49  personas por cuarto",1040,110
"078042","Magallanes","4. 1,50-1,99  personas por cuarto",333,34
"078042","Magallanes","5. 2,00-3,00  personas por cuarto",400,82
"078042","Magallanes","6. Más de 3,00  personas por cuarto",50,9
"078049","Río Chico","0. __tot__",1912,157
"078049","Río Chico","1. Hasta  0,50  personas por cuarto",575,39
"078049","Río Chico","2. 0,51-0,99  personas por cuarto",294,3
"078049","Río Chico","3. 1,00-1,49  personas por cuarto",569,51
"078049","Río Chico","4. 1,50-1,99  personas por cuarto",199,18
"078049","Río Chico","5. 2,00-3,00  personas por cuarto",235,38
"078049","Río Chico","6. Más de 3,00  personas por cuarto",40,8
"082007","Belgrano","0. __tot__",15283,884
"082007","Belgrano","1. Hasta  0,50  personas por cuarto",5421,261
"082007","Belgrano","2. 0,51-0,99  personas por cuarto",3085,94
"082007","Belgrano","3. 1,00-1,49  personas por cuarto",4143,281
"082007","Belgrano","4. 1,50-1,99  personas por cuarto",1218,62
"082007","Belgrano","5. 2,00-3,00  personas por cuarto",1256,172
"082007","Belgrano","6. Más de 3,00  personas por cuarto",160,14
"082014","Caseros","0. __tot__",29406,1913
"082014","Caseros","1. Hasta  0,50  personas por cuarto",11446,775
"082014","Caseros","2. 0,51-0,99  personas por cuarto",5903,177
"082014","Caseros","3. 1,00-1,49  personas por cuarto",7807,637
"082014","Caseros","4. 1,50-1,99  personas por cuarto",1933,101
"082014","Caseros","5. 2,00-3,00  personas por cuarto",2052,196
"082014","Caseros","6. Más de 3,00  personas por cuarto",265,27
"082021","Castellanos","0. __tot__",56445,7214
"082021","Castellanos","1. Hasta  0,50  personas por cuarto",19804,2664
"082021","Castellanos","2. 0,51-0,99  personas por cuarto",11365,496
"082021","Castellanos","3. 1,00-1,49  personas por cuarto",15279,2476
"082021","Castellanos","4. 1,50-1,99  personas por cuarto",4417,393
"082021","Castellanos","5. 2,00-3,00  personas por cuarto",4941,1055
"082021","Castellanos","6. Más de 3,00  personas por cuarto",639,130
"082028","Constitución","0. __tot__",27943,2020
"082028","Constitución","1. Hasta  0,50  personas por cuarto",9512,641
"082028","Constitución","2. 0,51-0,99  personas por cuarto",5513,210
"082028","Constitución","3. 1,00-1,49  personas por cuarto",7836,711
"082028","Constitución","4. 1,50-1,99  personas por cuarto",2242,137
"082028","Constitución","5. 2,00-3,00  personas por cuarto",2486,275
"082028","Constitución","6. Más de 3,00  personas por cuarto",354,46
"082035","Garay","0. __tot__",5864,167
"082035","Garay","1. Hasta  0,50  personas por cuarto",1627,44
"082035","Garay","2. 0,51-0,99  personas por cuarto",1010,11
"082035","Garay","3. 1,00-1,49  personas por cuarto",1759,50
"082035","Garay","4. 1,50-1,99  personas por cuarto",624,14
"082035","Garay","5. 2,00-3,00  personas por cuarto",738,41
"082035","Garay","6. Más de 3,00  personas por cuarto",106,7
"082042","General López","0. __tot__",64668,6376
"082042","General López","1. Hasta  0,50  personas por cuarto",23995,2433
"082042","General López","2. 0,51-0,99  personas por cuarto",12166,609
"082042","General López","3. 1,00-1,49  personas por cuarto",17566,2113
"082042","General López","4. 1,50-1,99  personas por cuarto",4816,317
"082042","General López","5. 2,00-3,00  personas por cuarto",5507,797
"082042","General López","6. Más de 3,00  personas por cuarto",618,107
"082049","General Obligado","0. __tot__",46075,6744
"082049","General Obligado","1. Hasta  0,50  personas por cuarto",13585,1889
"082049","General Obligado","2. 0,51-0,99  personas por cuarto",8781,641
"082049","General Obligado","3. 1,00-1,49  personas por cuarto",13379,2224
"082049","General Obligado","4. 1,50-1,99  personas por cuarto",4502,543
"082049","General Obligado","5. 2,00-3,00  personas por cuarto",4970,1249
"082049","General Obligado","6. Más de 3,00  personas por cuarto",858,198
"082056","Iriondo","0. __tot__",23926,1446
"082056","Iriondo","1. Hasta  0,50  personas por cuarto",8307,609
"082056","Iriondo","2. 0,51-0,99  personas por cuarto",4790,180
"082056","Iriondo","3. 1,00-1,49  personas por cuarto",6646,434
"082056","Iriondo","4. 1,50-1,99  personas por cuarto",1855,51
"082056","Iriondo","5. 2,00-3,00  personas por cuarto",2065,154
"082056","Iriondo","6. Más de 3,00  personas por cuarto",263,18
"082063","La Capital","0. __tot__",140805,37759
"082063","La Capital","1. Hasta  0,50  personas por cuarto",48444,16611
"082063","La Capital","2. 0,51-0,99  personas por cuarto",29183,5646
"082063","La Capital","3. 1,00-1,49  personas por cuarto",38962,10830
"082063","La Capital","4. 1,50-1,99  personas por cuarto",10958,1740
"082063","La Capital","5. 2,00-3,00  personas por cuarto",11722,2636
"082063","La Capital","6. Más de 3,00  personas por cuarto",1536,296
"082070","Las Colonias","0. __tot__",36439,3839
"082070","Las Colonias","1. Hasta  0,50  personas por cuarto",13057,1456
"082070","Las Colonias","2. 0,51-0,99  personas por cuarto",7505,333
"082070","Las Colonias","3. 1,00-1,49  personas por cuarto",9973,1355
"082070","Las Colonias","4. 1,50-1,99  personas por cuarto",2666,189
